travelCode,User_ID,Car_rented,review_car,review_hotel,review_flights,flight_rating,hotel_rating,car_rating,overall_rating
10915,109,Not Rented,null,"The air conditioning barely worked, and it was too hot to sleep comfortably.","The service was okay, but I expected a bit more for the price.",3,2,0,2.5
10919,109,Not Rented,null,"Booked a non-smoking room, but it reeked of cigarette smoke!","The food was below average, and there were no special meal options available.",3,2,0,2.5
10920,109,Confirmed,"Booked an automatic, but they only had manuals left when I arrived.","Rooms were well-maintained, and housekeeping did a great job every day.","I had to wait too long for boarding, and the staff was not helpful.",2,5,2,3
10922,109,Not Rented,null,"The hotel overbooked, and we had to wait hours for an available room.",Very comfortable flight with ample legroom. The entertainment options were good too.,2,2,0,2
10923,109,Confirmed,"Pickup process took longer than expected, but overall, a fair deal.",The rooftop pool was a highlight of our trip—such a relaxing experience!,"The flight went smoothly, but I wasn’t overly impressed with the service.",5,2,2,3
10925,109,Not Rented,null,"There were minor maintenance issues, but they were resolved quickly.","The seats were cramped, and the flight was uncomfortable from start to finish.",2,2,0,2
10926,109,Not Rented,null,Loved the little touches like welcome drinks and personalized notes in the room.,Comfortable seats and good in-flight entertainment. Highly recommend this airline.,2,2,0,2
10928,109,Not Rented,null,Extremely comfortable beds—best sleep I’ve had in a long time!,"The service was okay, but I expected a bit more for the price.",3,2,0,2.5
10931,109,Confirmed,Waited over an hour at the airport rental counter. Totally unacceptable!,The staff went above and beyond to make our stay memorable. Will definitely return!,"The flight was delayed, and there were no updates, which was frustrating.",2,2,2,2
10932,109,Not Rented,null,"Service was okay, but I expected a bit more from a hotel of this rating.","The cabin was comfortable, but the food could have been better.",2,3,0,2.5
10938,109,Not Rented,null,The gym was small but had the basic equipment I needed for a workout.,"The flight attendants were rude, and the flight was uncomfortable.",2,2,0,2
10941,109,Not Rented,null,"The hotel was absolutely stunning! Clean rooms, excellent service, and a breathtaking view.","I didn’t experience any issues, but it wasn’t a standout flight either.",2,5,0,3.5
10945,109,Not Rented,null,The concierge was super helpful in arranging local tours and dinner reservations.,"The flight was delayed, and there were no updates, which was frustrating.",2,2,0,2
10946,109,Cancelled,They gave me a car with low tire pressure. Had to stop and refill myself!,"The amenities were decent, but the hotel lacked a cozy, welcoming vibe.","The flight attendants were rude, and the flight was uncomfortable.",2,3,2,2.333333333
10948,109,Not Rented,null,"Decent stay, but nothing extraordinary. The hotel met expectations.","The crew was very professional, and the flight was very smooth. Would fly again.",5,3,0,4
10950,109,Not Rented,null,"Booked a non-smoking room, but it reeked of cigarette smoke!","The check-in process was slow, and the staff seemed disorganized.",2,2,0,2
10952,109,Not Rented,null,Fantastic breakfast buffet with a wide variety of delicious options!,"I had to wait too long for boarding, and the staff was not helpful.",2,2,0,2
10953,109,Not Rented,null,"The hotel overbooked, and we had to wait hours for an available room.","The crew was professional, but the flight felt standard and routine.",2,2,0,2
10956,109,Not Rented,null,"Decent stay, but nothing extraordinary. The hotel met expectations.","The crew was professional, but the flight felt standard and routine.",2,3,0,2.5
10957,109,Not Rented,null,"Booked a king-size bed, but they gave me two single beds pushed together!","The flight was overcrowded, and I was unable to get enough rest.The flight was fine, but nothing really stood out about the experience.",2,2,0,2
10964,109,Not Rented,null,"The hotel was clean, but I felt like the decor was a little outdated.","The flight was a little bumpy, but overall, it was a pleasant experience.",2,2,0,2
10966,109,Not Rented,null,The concierge was super helpful in arranging local tours and dinner reservations.,"The flight attendants were rude, and the flight was uncomfortable.",2,2,0,2
10968,109,Not Rented,null,"Room service took over an hour, and the food was cold by the time it arrived.","The flight attendants were rude, and the flight was uncomfortable.",2,2,0,2
10970,109,Not Rented,null,"The hotel had a beautiful garden and outdoor seating area, perfect for unwinding.","The entertainment system was outdated, and the flight was not as comfortable as expected.",2,2,0,2
10971,109,Not Rented,null,Extremely comfortable beds—best sleep I’ve had in a long time!,Excellent in-flight experience with a wide selection of movies and shows.,5,2,0,3.5
10973,109,Not Rented,null,"Decent stay, but nothing extraordinary. The hotel met expectations.","The food was below average, and there were no special meal options available.",3,3,0,3
10974,109,Not Rented,null,"The hotel had a beautiful garden and outdoor seating area, perfect for unwinding.",Very comfortable flight with ample legroom. The entertainment options were good too.,2,2,0,2
10976,109,Not Rented,null,"Check-in took longer than expected, but the staff was polite.","My flight was canceled, and I had to rebook. Customer service was helpful, though.",2,2,0,2
10980,109,Not Rented,null,Staff was rude and unhelpful when I asked for extra towels.,"The flight went smoothly, but I wasn’t overly impressed with the service.",5,2,0,3.5
10983,109,Pending,Customer support was super helpful when I needed to extend my rental!,"The location was convenient, but the surroundings were a bit noisy.","The flight was smooth, and the staff was extremely helpful and friendly.",5,2,2,3
10987,109,Not Rented,null,"The room smelled musty, and the bathroom had mold in the corners!","I had no complaints, but the flight didn’t offer anything exceptional.",2,2,0,2
10995,110,Pending,"Had to wait a little at the counter, but the car itself was good.","The view from my room was blocked, which was disappointing but not a dealbreaker.","The flight was comfortable, but I didn’t find it memorable in any way.",2,2,2,2
11001,110,Not Rented,null,"The bathroom drain was clogged, and water pooled up every time I showered.","The check-in process was slow, and the staff seemed disorganized.",2,2,0,2
11003,110,Not Rented,null,"The hotel was clean, but I felt like the decor was a little outdated.","The legroom was a bit tight, but everything else was great. I would fly again.",5,2,0,3.5
11012,110,Not Rented,null,"The staff was helpful, but service could have been a bit faster.","The flight was smooth, and the staff was extremely helpful and friendly.",5,2,0,3.5
11014,110,Not Rented,null,Great value for money! Got a five-star experience at a reasonable price.,"The flight was delayed for hours, and there was no apology or compensation.",2,5,0,3.5
11016,110,Not Rented,null,"The view from my room was blocked, which was disappointing but not a dealbreaker.","The entertainment was decent, but I didn’t find anything to really enjoy.",3,2,0,2.5
11025,110,Cancelled,"The car was fine, nothing fancy, but it did the job for my trip.",The gym was small but had the basic equipment I needed for a workout.,"The legroom was adequate, but the overall experience didn’t wow me.",2,2,2,2
11026,110,Not Rented,null,"Check-in took longer than expected, but the staff was polite.","The cabin was dirty, and the bathrooms were not properly maintained.",1,2,0,1.5
11029,110,Not Rented,null,Extremely comfortable beds—best sleep I’ve had in a long time!,"The seats were cramped, and the flight was uncomfortable from start to finish.",2,2,0,2
11031,110,Not Rented,null,"The amenities were decent, but the hotel lacked a cozy, welcoming vibe.","The check-in process was slow, and the staff seemed disorganized.",2,3,0,2.5
11035,110,Not Rented,null,Extremely comfortable beds—best sleep I’ve had in a long time!,"The flight attendants were rude, and the flight was uncomfortable.",2,2,0,2
11037,110,Not Rented,null,"Elevator was out of service, and I had to carry my bags up six flights of stairs!","Long flight, but the in-flight amenities made the journey more enjoyable.",2,2,0,2
11038,110,Not Rented,null,Loved the little touches like welcome drinks and personalized notes in the room.,"The flight was comfortable, but I didn’t find it memorable in any way.",2,2,0,2
11041,110,Not Rented,null,"The room was fine, but it didn’t quite match the pictures on the website.","I was impressed with the punctuality and the level of service throughout the flight.The food was awful, and the seats were uncomfortable. Not a great experience.",5,2,0,3.5
11051,110,Not Rented,null,"The worst hotel stay ever! The room was dirty, and the sheets had stains.","The check-in process was slow, and the staff seemed disorganized.",2,1,0,1.5
11053,110,Not Rented,null,Loved the location—right in the heart of the city with easy access to attractions.,"The legroom was a bit tight, but everything else was great. I would fly again.",5,2,0,3.5
11063,110,Not Rented,null,"The hotel overbooked, and we had to wait hours for an available room.",Excellent in-flight experience with a wide selection of movies and shows.,5,2,0,3.5
11064,110,Not Rented,null,"The air conditioning barely worked, and it was too hot to sleep comfortably.","I had no issues with the flight. It was comfortable, and the staff was nice.",2,2,0,2
11068,110,Not Rented,null,"Fast and free Wi-Fi, perfect for both business and leisure travelers.","The flight was delayed for hours, and there was no apology or compensation.",2,2,0,2
11070,110,Not Rented,null,The hotel photos were misleading—nothing looked as good in real life.,"I didn’t experience any issues, but it wasn’t a standout flight either.",2,2,0,2
11074,110,Not Rented,null,"Check-in took longer than expected, but the staff was polite.","The airline met my expectations, but it wasn’t a memorable experience.",2,2,0,2
11077,110,Not Rented,null,"The hotel was absolutely stunning! Clean rooms, excellent service, and a breathtaking view.","The check-in process was slow, and the staff seemed disorganized.",2,5,0,3.5
11080,110,Not Rented,null,Spacious and luxurious rooms with top-notch amenities. Highly recommended!,"The flight was uneventful, but the overall experience was just average.",3,5,0,4
11085,110,Cancelled,They charged me for a scratch that was already there! Be careful!,"The check-in process was smooth, and the hotel offered a complimentary room upgrade!",Very comfortable flight with ample legroom. The entertainment options were good too.,2,5,2,3
11089,110,Pending,They gave me a car with low tire pressure. Had to stop and refill myself!,"Service was okay, but I expected a bit more from a hotel of this rating.","The seats were cramped, and the flight was uncomfortable from start to finish.",2,3,2,2.333333333
11091,110,Not Rented,null,The hotel photos were misleading—nothing looked as good in real life.,"The flight was overcrowded, and I was unable to get enough rest.The flight was fine, but nothing really stood out about the experience.",2,2,0,2
11097,110,Not Rented,null,"The amenities were decent, but the hotel lacked a cozy, welcoming vibe.","The flight was smooth, and the staff was extremely helpful and friendly.",5,3,0,4
11102,110,Not Rented,null,The Wi-Fi was so slow that I couldn’t even send an email!,The cabin crew was very attentive and made sure all our needs were met.,2,2,0,2
11105,110,Not Rented,null,"The hotel had a beautiful garden and outdoor seating area, perfect for unwinding.","The legroom was adequate, but the overall experience didn’t wow me.",2,2,0,2
11106,110,Not Rented,null,Spacious and luxurious rooms with top-notch amenities. Highly recommended!,"The flight was overcrowded, and I was unable to get enough rest.The flight was fine, but nothing really stood out about the experience.",2,5,0,3.5
11109,110,Not Rented,null,Staff was rude and unhelpful when I asked for extra towels.,"The legroom was a bit tight, but everything else was great. I would fly again.",5,2,0,3.5
11119,110,Not Rented,null,The hotel’s spa was an absolute treat. Best massage I’ve ever had!,Very comfortable flight with ample legroom. The entertainment options were good too.,2,2,0,2
11126,110,Not Rented,null,"Room service took over an hour, and the food was cold by the time it arrived.","The flight was comfortable, but I didn’t find it memorable in any way.",2,2,0,2
11134,110,Not Rented,null,Extremely comfortable beds—best sleep I’ve had in a long time!,"My flight was canceled, and I had to rebook. Customer service was helpful, though.",2,2,0,2
11142,110,Not Rented,null,"The check-in process was smooth, and the hotel offered a complimentary room upgrade!","The airline met my expectations, but it wasn’t a memorable experience.",2,5,0,3.5
11143,110,Not Rented,null,"The worst hotel stay ever! The room was dirty, and the sheets had stains.","The flight was delayed for hours, and there was no apology or compensation.",2,1,0,1.5
11147,110,Not Rented,null,"There were minor maintenance issues, but they were resolved quickly.","The seats were cramped, and the flight was uncomfortable from start to finish.",2,2,0,2
11150,111,Not Rented,null,"The check-in process was smooth, and the hotel offered a complimentary room upgrade!","The flight went smoothly, but I wasn’t overly impressed with the service.",5,5,0,5
11151,111,Not Rented,null,Breakfast selection was decent but could use more variety.,"The flight was delayed, and there were no updates, which was frustrating.",2,3,0,2.5
11152,111,Not Rented,null,"The amenities were decent, but the hotel lacked a cozy, welcoming vibe.","It was a standard flight. Nothing wrong, but nothing exceptional either.",2,3,0,2.5
11153,111,Not Rented,null,"The hotel was clean, but I felt like the decor was a little outdated.","The entertainment was decent, but I didn’t find anything to really enjoy.",3,2,0,2.5
11156,111,Not Rented,null,Paper-thin walls—I could hear everything from the neighboring rooms.,"The entertainment was decent, but I didn’t find anything to really enjoy.",3,2,0,2.5
11157,111,Not Rented,null,"Booked a non-smoking room, but it reeked of cigarette smoke!","The flight was on time, and the crew was polite, but overall it was just okay.",3,2,0,2.5
11159,111,Not Rented,null,"The room was fine, but it didn’t quite match the pictures on the website.","Long flight, but the in-flight amenities made the journey more enjoyable.",2,2,0,2
11161,111,Not Rented,null,Loved the location—right in the heart of the city with easy access to attractions.,"The flight was smooth, and the staff was extremely helpful and friendly.",5,2,0,3.5
11165,111,Not Rented,null,"The location was convenient, but the surroundings were a bit noisy.","The flight was on time, and the crew was polite, but overall it was just okay.",3,2,0,2.5
11167,111,Not Rented,null,The rooftop pool was a highlight of our trip—such a relaxing experience!,"The airline lost my luggage, and it took several days to get it back.",2,2,0,2
11171,111,Not Rented,null,"The air conditioning barely worked, and it was too hot to sleep comfortably.","There was no Wi-Fi on the flight, and the entertainment options were limited.",2,2,0,2
11174,111,Not Rented,null,"Stayed for one night; everything was fine, but nothing really stood out.","The service was okay, but I expected a bit more for the price.",3,2,0,2.5
11177,111,Not Rented,null,"There were minor maintenance issues, but they were resolved quickly.","The airline lost my luggage, and it took several days to get it back.",2,2,0,2
11183,111,Not Rented,null,The concierge was super helpful in arranging local tours and dinner reservations.,"The legroom was adequate, but the overall experience didn’t wow me.",2,2,0,2
11184,111,Not Rented,null,"Elevator was out of service, and I had to carry my bags up six flights of stairs!","I had to wait too long for boarding, and the staff was not helpful.",2,2,0,2
11190,111,Not Rented,null,"The worst hotel stay ever! The room was dirty, and the sheets had stains.","The check-in process was slow, and the staff seemed disorganized.",2,1,0,1.5
11192,111,Not Rented,null,Staff was rude and unhelpful when I asked for extra towels.,"The airline met my expectations, but it wasn’t a memorable experience.",2,2,0,2
11199,111,Not Rented,null,"The worst hotel stay ever! The room was dirty, and the sheets had stains.","The entertainment system was outdated, and the flight was not as comfortable as expected.",2,1,0,1.5
11203,111,Not Rented,null,The hotel’s spa was an absolute treat. Best massage I’ve ever had!,"I had to wait too long for boarding, and the staff was not helpful.",2,2,0,2
11208,111,Not Rented,null,"Room service took over an hour, and the food was cold by the time it arrived.","I didn’t experience any issues, but it wasn’t a standout flight either.",2,2,0,2
11209,111,Not Rented,null,Extremely comfortable beds—best sleep I’ve had in a long time!,"I didn’t experience any issues, but it wasn’t a standout flight either.",2,2,0,2
11210,111,Not Rented,null,Staff was rude and unhelpful when I asked for extra towels.,"The flight was a little bumpy, but overall, it was a pleasant experience.",2,2,0,2
11218,111,Not Rented,null,"Check-in took longer than expected, but the staff was polite.","The cabin was comfortable, but the food could have been better.",2,2,0,2
11225,111,Not Rented,null,"The view from my room was blocked, which was disappointing but not a dealbreaker.","The cabin was comfortable, but the food could have been better.",2,2,0,2
11234,111,Not Rented,null,"The hotel was absolutely stunning! Clean rooms, excellent service, and a breathtaking view.",The flight was on time and the staff was very courteous. Excellent experience!,5,5,0,5
11241,111,Not Rented,null,The concierge was super helpful in arranging local tours and dinner reservations.,"The seats were cramped, and the flight was uncomfortable from start to finish.",2,2,0,2
11242,111,Not Rented,null,"Terrible experience! The room was not clean, and the service was very slow.","The entertainment system was outdated, and the flight was not as comfortable as expected.",2,1,0,1.5
11247,111,Not Rented,null,"The worst hotel stay ever! The room was dirty, and the sheets had stains.",Very comfortable flight with ample legroom. The entertainment options were good too.,2,1,0,1.5
11248,111,Not Rented,null,I found bugs in my bed! Absolutely disgusting and unacceptable.,Excellent in-flight experience with a wide selection of movies and shows.,5,2,0,3.5
11251,111,Not Rented,null,"The hotel overbooked, and we had to wait hours for an available room.","The cabin was dirty, and the bathrooms were not properly maintained.",1,2,0,1.5
11252,111,Not Rented,null,"The room smelled musty, and the bathroom had mold in the corners!","Great service! The check-in process was smooth, and the flight was very relaxing.",5,2,0,3.5
11254,111,Pending,"It wasn’t the model I originally booked, but it worked out fine.",The gym was small but had the basic equipment I needed for a workout.,The flight was on time and the staff was very courteous. Excellent experience!,5,2,2,3
11260,111,Not Rented,null,"Service was okay, but I expected a bit more from a hotel of this rating.","The legroom was a bit tight, but everything else was great. I would fly again.",5,3,0,4
11261,111,Cancelled,The car smelled like smoke even though it was supposed to be non-smoking.,"The hotel was clean, but I felt like the decor was a little outdated.","The airline met my expectations, but it wasn’t a memorable experience.",2,2,2,2
11265,111,Not Rented,null,"The bathroom drain was clogged, and water pooled up every time I showered.","The airline lost my luggage, and it took several days to get it back.",2,2,0,2
11269,111,Not Rented,null,"Elevator was out of service, and I had to carry my bags up six flights of stairs!","My flight was canceled, and I had to rebook. Customer service was helpful, though.",2,2,0,2
11270,111,Not Rented,null,"The hotel was absolutely stunning! Clean rooms, excellent service, and a breathtaking view.","The flight was smooth, and the staff was extremely helpful and friendly.",5,5,0,5
11278,111,Not Rented,null,"The hotel was clean, but I felt like the decor was a little outdated.","The flight went smoothly, but I wasn’t overly impressed with the service.",5,2,0,3.5
11279,111,Not Rented,null,"Booked a king-size bed, but they gave me two single beds pushed together!","There was no Wi-Fi on the flight, and the entertainment options were limited.",2,2,0,2
11284,111,Confirmed,The car was dirty when I picked it up. Clearly not cleaned properly.,The staff went above and beyond to make our stay memorable. Will definitely return!,"The airline met my expectations, but it wasn’t a memorable experience.",2,2,1,1.666666667
11285,111,Not Rented,null,The gym was small but had the basic equipment I needed for a workout.,"It was a standard flight. Nothing wrong, but nothing exceptional either.",2,2,0,2
11286,111,Not Rented,null,"Rooms were well-maintained, and housekeeping did a great job every day.","The flight was comfortable, but I didn’t find it memorable in any way.",2,5,0,3.5
11287,111,Not Rented,null,Breakfast selection was decent but could use more variety.,"The entertainment system was outdated, and the flight was not as comfortable as expected.",2,3,0,2.5
11290,111,Not Rented,null,Great value for money! Got a five-star experience at a reasonable price.,"The flight was uneventful, but the overall experience was just average.",3,5,0,4
11292,111,Not Rented,null,I found bugs in my bed! Absolutely disgusting and unacceptable.,"Long flight, but the in-flight amenities made the journey more enjoyable.",2,2,0,2
11294,111,Not Rented,null,"Fast and free Wi-Fi, perfect for both business and leisure travelers.","I had no issues with the flight. It was comfortable, and the staff was nice.",2,2,0,2
11296,111,Not Rented,null,"Elevator was out of service, and I had to carry my bags up six flights of stairs!","The flight was delayed for hours, and there was no apology or compensation.",2,2,0,2
11298,111,Not Rented,null,"There were minor maintenance issues, but they were resolved quickly.","There was no Wi-Fi on the flight, and the entertainment options were limited.",2,2,0,2
11301,111,Not Rented,null,"The worst hotel stay ever! The room was dirty, and the sheets had stains.","The flight was delayed, and there were no updates, which was frustrating.",2,1,0,1.5
11305,111,Not Rented,null,"The hotel overbooked, and we had to wait hours for an available room.","The crew was very professional, and the flight was very smooth. Would fly again.",5,2,0,3.5
11315,111,Not Rented,null,"The amenities were decent, but the hotel lacked a cozy, welcoming vibe.","The flight was delayed, but the crew kept us informed and made sure we were comfortable.",2,3,0,2.5
11316,111,Not Rented,null,The gym was small but had the basic equipment I needed for a workout.,"The flight was delayed for hours, and there was no apology or compensation.",2,2,0,2
11319,111,Not Rented,null,The rooftop pool was a highlight of our trip—such a relaxing experience!,"I had no issues with the flight. It was comfortable, and the staff was nice.",2,2,0,2
11320,111,Not Rented,null,"The location was convenient, but the surroundings were a bit noisy.","The cabin was dirty, and the bathrooms were not properly maintained.",1,2,0,1.5
11324,111,Not Rented,null,"Booked a king-size bed, but they gave me two single beds pushed together!","The cabin was dirty, and the bathrooms were not properly maintained.",1,2,0,1.5
11325,111,Not Rented,null,Paper-thin walls—I could hear everything from the neighboring rooms.,"The seats were cramped, and the flight was uncomfortable from start to finish.",2,2,0,2
11329,111,Not Rented,null,"Booked a king-size bed, but they gave me two single beds pushed together!","The crew was very professional, and the flight was very smooth. Would fly again.",5,2,0,3.5
11330,111,Not Rented,null,The rooftop pool was a highlight of our trip—such a relaxing experience!,"The crew was very professional, and the flight was very smooth. Would fly again.",5,2,0,3.5
11333,111,Not Rented,null,"Terrible experience! The room was not clean, and the service was very slow.","The legroom was a bit tight, but everything else was great. I would fly again.",5,1,0,3
11334,111,Confirmed,"Decent rental experience, though the deposit refund took a little longer than expected.",Paper-thin walls—I could hear everything from the neighboring rooms.,"The flight was smooth, and the staff was extremely helpful and friendly.",5,2,3,3.333333333
11340,112,Not Rented,null,"The bathroom drain was clogged, and water pooled up every time I showered.","The cabin was dirty, and the bathrooms were not properly maintained.",1,2,0,1.5
11343,112,Not Rented,null,"The air conditioning barely worked, and it was too hot to sleep comfortably.","I had no issues with the flight. It was comfortable, and the staff was nice.",2,2,0,2
11346,112,Not Rented,null,"The bathroom drain was clogged, and water pooled up every time I showered.",The flight was on time and the staff was very courteous. Excellent experience!,5,2,0,3.5
11348,112,Not Rented,null,Spacious and luxurious rooms with top-notch amenities. Highly recommended!,The flight was on time and the staff was very courteous. Excellent experience!,5,5,0,5
11349,112,Not Rented,null,The Wi-Fi was so slow that I couldn’t even send an email!,"The seats were cramped, and the flight was uncomfortable from start to finish.",2,2,0,2
11351,112,Not Rented,null,The hotel restaurant was average—good food but a bit overpriced.,Excellent in-flight experience with a wide selection of movies and shows.,5,3,0,4
11352,112,Not Rented,null,Loved the little touches like welcome drinks and personalized notes in the room.,"I had no complaints, but the flight didn’t offer anything exceptional.",2,2,0,2
11356,112,Not Rented,null,"Check-in took longer than expected, but the staff was polite.","The flight was delayed for hours, and there was no apology or compensation.",2,2,0,2
11357,112,Not Rented,null,"The hotel had a beautiful garden and outdoor seating area, perfect for unwinding.","The flight was on time, and the crew was polite, but overall it was just okay.",3,2,0,2.5
11363,112,Not Rented,null,"There were minor maintenance issues, but they were resolved quickly.",Comfortable seats and good in-flight entertainment. Highly recommend this airline.,2,2,0,2
11367,112,Not Rented,null,"The location was convenient, but the surroundings were a bit noisy.","Had a smooth flight with no delays, and the food was surprisingly good.",5,2,0,3.5
11373,112,Not Rented,null,"The location was convenient, but the surroundings were a bit noisy.",Very comfortable flight with ample legroom. The entertainment options were good too.,2,2,0,2
11374,112,Not Rented,null,The gym was small but had the basic equipment I needed for a workout.,"The flight was a little bumpy, but overall, it was a pleasant experience.",2,2,0,2
11375,112,Not Rented,null,"The air conditioning barely worked, and it was too hot to sleep comfortably.",The plane was clean and well-maintained. The staff was friendly throughout the flight.,2,2,0,2
11387,112,Not Rented,null,"The hotel was absolutely stunning! Clean rooms, excellent service, and a breathtaking view.","The crew was very professional, and the flight was very smooth. Would fly again.",5,5,0,5
11388,112,Confirmed,"No hidden fees, just a simple and straightforward experience. Would rent again!","The room was fine, but it didn’t quite match the pictures on the website.","The crew was very professional, and the flight was very smooth. Would fly again.",5,2,2,3
11392,112,Confirmed,"Decent rental experience, though the deposit refund took a little longer than expected.","Room service took over an hour, and the food was cold by the time it arrived.","Great service! The check-in process was smooth, and the flight was very relaxing.",5,2,3,3.333333333
11394,112,Not Rented,null,The hotel’s spa was an absolute treat. Best massage I’ve ever had!,"Long flight, but the in-flight amenities made the journey more enjoyable.",2,2,0,2
11399,112,Not Rented,null,"The amenities were decent, but the hotel lacked a cozy, welcoming vibe.","The entertainment system was outdated, and the flight was not as comfortable as expected.",2,3,0,2.5
11402,112,Not Rented,null,"Room service took over an hour, and the food was cold by the time it arrived.","The seats were cramped, and the flight was uncomfortable from start to finish.",2,2,0,2
11413,112,Not Rented,null,"Elevator was out of service, and I had to carry my bags up six flights of stairs!","Long flight, but the in-flight amenities made the journey more enjoyable.",2,2,0,2
11415,112,Confirmed,Waited over an hour at the airport rental counter. Totally unacceptable!,The hotel photos were misleading—nothing looked as good in real life.,"The entertainment system was outdated, and the flight was not as comfortable as expected.",2,2,2,2
11416,112,Not Rented,null,Fantastic breakfast buffet with a wide variety of delicious options!,"The crew was professional, but the flight felt standard and routine.",2,2,0,2
11417,112,Not Rented,null,The concierge was super helpful in arranging local tours and dinner reservations.,"I had to wait too long for boarding, and the staff was not helpful.",2,2,0,2
11421,112,Not Rented,null,"The staff was helpful, but service could have been a bit faster.","The flight was uneventful, but the overall experience was just average.",3,2,0,2.5
11422,112,Not Rented,null,"The staff was helpful, but service could have been a bit faster.","The flight went smoothly, but I wasn’t overly impressed with the service.",5,2,0,3.5
11427,112,Not Rented,null,"Booked a king-size bed, but they gave me two single beds pushed together!","The flight was uneventful, but the overall experience was just average.",3,2,0,2.5
11431,112,Not Rented,null,"Booked a non-smoking room, but it reeked of cigarette smoke!",The plane was clean and well-maintained. The staff was friendly throughout the flight.,2,2,0,2
11432,112,Not Rented,null,Fantastic breakfast buffet with a wide variety of delicious options!,"The flight was comfortable, but I didn’t find it memorable in any way.",2,2,0,2
11434,112,Not Rented,null,"The worst hotel stay ever! The room was dirty, and the sheets had stains.","It was a standard flight. Nothing wrong, but nothing exceptional either.",2,1,0,1.5
11437,112,Not Rented,null,"Check-in took longer than expected, but the staff was polite.",The cabin crew was very attentive and made sure all our needs were met.,2,2,0,2
11439,112,Not Rented,null,Paper-thin walls—I could hear everything from the neighboring rooms.,"The flight was uneventful, but the overall experience was just average.",3,2,0,2.5
11440,112,Not Rented,null,Loved the location—right in the heart of the city with easy access to attractions.,"The seats were cramped, and the flight was uncomfortable from start to finish.",2,2,0,2
11441,112,Not Rented,null,"Elevator was out of service, and I had to carry my bags up six flights of stairs!","The flight was overcrowded, and I was unable to get enough rest.The flight was fine, but nothing really stood out about the experience.",2,2,0,2
11442,112,Not Rented,null,"Terrible experience! The room was not clean, and the service was very slow.","The flight was delayed for hours, and there was no apology or compensation.",2,1,0,1.5
11447,112,Not Rented,null,Breakfast selection was decent but could use more variety.,"The flight was a little bumpy, but overall, it was a pleasant experience.",2,3,0,2.5
11450,112,Not Rented,null,"The room was fine, but it didn’t quite match the pictures on the website.","Great service! The check-in process was smooth, and the flight was very relaxing.",5,2,0,3.5
11459,112,Not Rented,null,The rooftop pool was a highlight of our trip—such a relaxing experience!,"The cabin was dirty, and the bathrooms were not properly maintained.",1,2,0,1.5
11460,112,Not Rented,null,Loved the location—right in the heart of the city with easy access to attractions.,"The flight was a little bumpy, but overall, it was a pleasant experience.",2,2,0,2
11467,112,Not Rented,null,Fantastic breakfast buffet with a wide variety of delicious options!,"The entertainment was decent, but I didn’t find anything to really enjoy.",3,2,0,2.5
11468,112,Not Rented,null,The hotel restaurant was average—good food but a bit overpriced.,"Great service! The check-in process was smooth, and the flight was very relaxing.",5,3,0,4
11472,112,Confirmed,"Decent rental experience, though the deposit refund took a little longer than expected.",Spacious and luxurious rooms with top-notch amenities. Highly recommended!,"The boarding process was a bit slow, but other than that, the flight was fine.",2,5,3,3.333333333
11474,112,Not Rented,null,Loved the little touches like welcome drinks and personalized notes in the room.,"The boarding process was a bit slow, but other than that, the flight was fine.",2,2,0,2
11481,112,Not Rented,null,The hotel photos were misleading—nothing looked as good in real life.,Comfortable seats and good in-flight entertainment. Highly recommend this airline.,2,2,0,2
11482,112,Not Rented,null,"The room smelled musty, and the bathroom had mold in the corners!","I didn’t experience any issues, but it wasn’t a standout flight either.",2,2,0,2
11488,112,Not Rented,null,"Stayed for one night; everything was fine, but nothing really stood out.","The airline met my expectations, but it wasn’t a memorable experience.",2,2,0,2
11489,112,Not Rented,null,"The room smelled musty, and the bathroom had mold in the corners!","The flight was a little bumpy, but overall, it was a pleasant experience.",2,2,0,2
11498,112,Not Rented,null,"The amenities were decent, but the hotel lacked a cozy, welcoming vibe.","The flight was a little bumpy, but overall, it was a pleasant experience.",2,3,0,2.5
11501,112,Not Rented,null,Loved the little touches like welcome drinks and personalized notes in the room.,"The flight was smooth, and the staff was extremely helpful and friendly.",5,2,0,3.5
11502,112,Not Rented,null,"Stayed for one night; everything was fine, but nothing really stood out.","The entertainment was decent, but I didn’t find anything to really enjoy.",3,2,0,2.5
11504,112,Not Rented,null,Spacious and luxurious rooms with top-notch amenities. Highly recommended!,"My flight was canceled, and I had to rebook. Customer service was helpful, though.",2,5,0,3.5
11505,112,Not Rented,null,Staff was rude and unhelpful when I asked for extra towels.,"The food was below average, and there were no special meal options available.",3,2,0,2.5
11507,112,Not Rented,null,The hotel’s spa was an absolute treat. Best massage I’ve ever had!,"The flight was delayed, but the crew kept us informed and made sure we were comfortable.",2,2,0,2
11508,112,Not Rented,null,"The check-in process was smooth, and the hotel offered a complimentary room upgrade!","It was a standard flight. Nothing wrong, but nothing exceptional either.",2,5,0,3.5
11511,112,Not Rented,null,"The bathroom drain was clogged, and water pooled up every time I showered.",Excellent in-flight experience with a wide selection of movies and shows.,5,2,0,3.5
11512,112,Not Rented,null,"Service was okay, but I expected a bit more from a hotel of this rating.","The flight went smoothly, but I wasn’t overly impressed with the service.",5,3,0,4
11519,112,Not Rented,null,Loved the location—right in the heart of the city with easy access to attractions.,"The service was okay, but I expected a bit more for the price.",3,2,0,2.5
