hotel_booking_id,pax_id,hotel_id,check_in_date,check_out_date,num_of_guests,booking_status,payment_method,currency,transaction_amount
HB01982,PAX01982,HOTEL457,2023-07-19,2025-05-27,1,Canceled,UPI,GBP,140.24
HB01983,PAX01983,HOTEL394,2023-04-23,2025-02-03,4,No-Show,Credit Card,GBP,88.0
HB01984,PAX01984,HOTEL258,2024-04-12,2025-04-20,2,Pending,PayPal,INR,124.07
HB01985,PAX01985,HOTEL160,2024-01-21,2025-08-18,3,No-Show,UPI,GBP,339.42
HB01986,PAX01986,HOTEL135,2024-10-28,2025-05-11,4,Canceled,UPI,USD,103.26
HB01987,PAX01987,HOTEL251,2024-03-24,2025-12-16,2,Confirmed,UPI,GBP,257.48
HB01988,PAX01988,HOTEL55,2024-01-01,2025-11-06,2,Confirmed,UPI,INR,113.14
HB01989,PAX01989,HOTEL334,2023-02-11,2025-08-14,4,Canceled,PayPal,INR,495.15
HB01990,PAX01990,HOTEL308,2024-09-03,2025-12-29,5,Canceled,UPI,INR,237.47
HB01991,PAX01991,HOTEL420,2024-12-03,2025-10-06,1,Confirmed,UPI,USD,219.84
HB01992,PAX01992,HOTEL115,2023-02-24,2025-02-25,1,No-Show,UPI,GBP,103.57
HB01993,PAX01993,HOTEL180,2024-09-28,2025-04-07,1,Pending,PayPal,USD,358.05
HB01994,PAX01994,HOTEL124,2024-12-22,2025-08-23,1,Pending,UPI,GBP,401.56
HB01995,PAX01995,HOTEL128,2023-05-06,2025-09-08,1,No-Show,UPI,USD,374.76
HB01996,PAX01996,HOTEL172,2024-01-17,2025-10-20,2,Pending,Credit Card,USD,446.01
HB01997,PAX01997,HOTEL367,2023-04-05,2025-08-29,4,Canceled,UPI,USD,58.27
HB01998,PAX01998,HOTEL446,2024-07-29,2025-02-05,2,Confirmed,Credit Card,EUR,145.91
HB01999,PAX01999,HOTEL110,2024-03-10,2025-08-25,4,Confirmed,UPI,EUR,341.49
HB02000,PAX02000,HOTEL345,2024-07-28,2025-03-07,2,Pending,PayPal,GBP,237.9
HB02001,PAX02001,HOTEL485,2023-07-28,2025-06-12,1,No-Show,Net Banking,EUR,457.7
HB02002,PAX02002,HOTEL63,2024-02-12,2025-05-14,1,No-Show,UPI,USD,495.62
HB02003,PAX02003,HOTEL152,2023-11-18,2025-05-30,3,No-Show,UPI,USD,251.02
HB02004,PAX02004,HOTEL135,2024-07-05,2025-07-06,1,No-Show,Credit Card,EUR,179.39
HB02005,PAX02005,HOTEL305,2023-12-17,2026-01-14,3,Confirmed,UPI,GBP,89.55
HB02006,PAX02006,HOTEL450,2023-08-03,2025-12-22,3,Canceled,Net Banking,EUR,74.07
HB02007,PAX02007,HOTEL144,2024-07-08,2025-06-25,2,No-Show,PayPal,INR,220.83
HB02008,PAX02008,HOTEL321,2023-05-19,2025-09-04,1,No-Show,Credit Card,USD,364.78
HB02009,PAX02009,HOTEL133,2024-07-05,2026-01-15,3,No-Show,Net Banking,GBP,301.95
HB02010,PAX02010,HOTEL192,2023-06-08,2025-06-01,5,No-Show,Net Banking,USD,103.36
HB02011,PAX02011,HOTEL82,2024-09-09,2025-10-20,4,Canceled,PayPal,INR,139.59
HB02012,PAX02012,HOTEL238,2024-01-05,2025-09-14,5,No-Show,Net Banking,GBP,387.31
HB02013,PAX02013,HOTEL117,2023-07-27,2025-07-03,4,Confirmed,Credit Card,EUR,272.7
HB02014,PAX02014,HOTEL34,2024-04-19,2025-02-02,2,Pending,Net Banking,GBP,251.88
HB02015,PAX02015,HOTEL342,2024-07-30,2025-12-12,3,Confirmed,Net Banking,INR,264.01
HB02016,PAX02016,HOTEL342,2023-09-11,2025-05-26,1,Pending,Net Banking,EUR,269.92
HB02017,PAX02017,HOTEL139,2023-09-11,2025-03-30,3,No-Show,Credit Card,EUR,266.09
HB02018,PAX02018,HOTEL245,2025-01-23,2025-06-02,3,Canceled,Net Banking,GBP,136.55
HB02019,PAX02019,HOTEL278,2024-05-19,2025-03-12,5,Confirmed,PayPal,INR,364.32
HB02020,PAX02020,HOTEL415,2025-01-27,2025-03-08,3,Pending,PayPal,USD,323.97
HB02021,PAX02021,HOTEL441,2024-05-18,2025-03-25,1,Canceled,UPI,USD,427.93
HB02022,PAX02022,HOTEL429,2024-06-06,2025-10-27,4,Confirmed,Credit Card,GBP,207.1
HB02023,PAX02023,HOTEL198,2025-01-05,2026-01-23,5,Canceled,Net Banking,GBP,201.23
HB02024,PAX02024,HOTEL393,2023-08-11,2025-06-14,3,Canceled,Net Banking,USD,291.99
HB02025,PAX02025,HOTEL298,2024-01-05,2025-03-07,1,Confirmed,PayPal,INR,208.95
HB02026,PAX02026,HOTEL103,2024-10-19,2025-03-26,3,No-Show,Net Banking,USD,206.69
HB02027,PAX02027,HOTEL360,2024-09-28,2025-09-24,1,No-Show,Credit Card,USD,422.11
HB02028,PAX02028,HOTEL312,2024-08-07,2025-12-20,4,Confirmed,PayPal,EUR,388.68
HB02029,PAX02029,HOTEL172,2024-01-16,2025-12-07,4,Confirmed,PayPal,EUR,468.86
HB02030,PAX02030,HOTEL124,2024-05-23,2025-01-30,3,Confirmed,Credit Card,GBP,346.73
HB02031,PAX02031,HOTEL313,2024-10-31,2026-01-21,1,Canceled,Credit Card,EUR,157.05
HB02032,PAX02032,HOTEL7,2023-04-09,2025-02-12,2,No-Show,Net Banking,EUR,450.43
HB02033,PAX02033,HOTEL417,2024-09-19,2025-03-29,3,Pending,PayPal,INR,498.36
HB02034,PAX02034,HOTEL425,2024-10-30,2025-04-08,1,Canceled,PayPal,INR,396.56
HB02035,PAX02035,HOTEL97,2024-12-14,2025-01-30,2,No-Show,PayPal,INR,201.19
HB02036,PAX02036,HOTEL301,2024-06-11,2025-02-01,1,Canceled,Net Banking,EUR,498.05
HB02037,PAX02037,HOTEL398,2023-04-21,2026-01-01,5,Pending,Credit Card,EUR,261.58
HB02038,PAX02038,HOTEL202,2025-01-03,2025-11-08,2,Pending,PayPal,USD,212.88
HB02039,PAX02039,HOTEL387,2025-01-10,2025-10-31,1,Canceled,Net Banking,USD,138.42
HB02040,PAX02040,HOTEL79,2024-02-04,2025-12-23,4,Confirmed,Net Banking,INR,101.08
HB02041,PAX02041,HOTEL490,2024-06-27,2025-04-28,4,Canceled,PayPal,INR,128.43
HB02042,PAX02042,HOTEL421,2024-11-26,2025-02-04,4,No-Show,Credit Card,EUR,295.83
HB02043,PAX02043,HOTEL152,2023-03-25,2025-02-08,3,Pending,PayPal,EUR,98.31
HB02044,PAX02044,HOTEL358,2024-06-08,2025-07-26,5,Confirmed,PayPal,GBP,483.49
HB02045,PAX02045,HOTEL195,2024-08-21,2025-11-11,1,No-Show,PayPal,GBP,232.8
HB02046,PAX02046,HOTEL236,2023-09-01,2025-09-01,5,Confirmed,PayPal,INR,424.62
HB02047,PAX02047,HOTEL339,2023-06-30,2025-11-25,3,No-Show,Credit Card,INR,498.52
HB02048,PAX02048,HOTEL460,2024-06-29,2025-02-04,4,Pending,UPI,INR,163.0
HB02049,PAX02049,HOTEL69,2024-11-14,2025-11-08,4,No-Show,Credit Card,EUR,399.35
HB02050,PAX02050,HOTEL323,2024-02-28,2025-10-24,5,Confirmed,Credit Card,INR,224.45
HB02051,PAX02051,HOTEL10,2024-04-25,2025-09-03,1,No-Show,UPI,INR,106.33
HB02052,PAX02052,HOTEL293,2024-08-21,2025-04-24,5,No-Show,Credit Card,USD,206.62
HB02053,PAX02053,HOTEL364,2023-03-30,2025-04-10,1,Confirmed,Credit Card,USD,259.25
HB02054,PAX02054,HOTEL136,2024-05-07,2025-05-12,5,Pending,Credit Card,INR,239.21
HB02055,PAX02055,HOTEL338,2024-06-21,2025-08-10,5,No-Show,Credit Card,GBP,444.7
HB02056,PAX02056,HOTEL139,2023-05-13,2025-11-03,2,Confirmed,UPI,INR,95.68
HB02057,PAX02057,HOTEL360,2023-07-21,2025-04-09,3,Pending,Credit Card,GBP,327.73
HB02058,PAX02058,HOTEL319,2023-05-05,2025-02-24,1,No-Show,Credit Card,GBP,216.09
HB02059,PAX02059,HOTEL104,2024-05-18,2025-02-22,2,No-Show,UPI,EUR,89.83
HB02060,PAX02060,HOTEL88,2023-09-22,2025-10-07,3,Pending,PayPal,INR,202.95
HB02061,PAX02061,HOTEL214,2024-08-23,2025-03-22,2,No-Show,UPI,EUR,224.76
HB02062,PAX02062,HOTEL432,2024-10-19,2025-08-20,5,Canceled,PayPal,EUR,63.54
HB02063,PAX02063,HOTEL317,2024-08-15,2025-10-22,4,No-Show,PayPal,GBP,388.97
HB02064,PAX02064,HOTEL134,2024-02-06,2025-06-14,5,No-Show,Net Banking,INR,271.3
HB02065,PAX02065,HOTEL80,2024-06-02,2025-12-26,1,No-Show,Credit Card,EUR,94.0
HB02066,PAX02066,HOTEL463,2024-02-10,2025-03-04,3,No-Show,Net Banking,EUR,396.82
HB02067,PAX02067,HOTEL279,2024-03-18,2025-04-14,2,Pending,Credit Card,EUR,50.25
HB02068,PAX02068,HOTEL21,2023-11-08,2025-06-13,1,Canceled,UPI,INR,428.31
HB02069,PAX02069,HOTEL410,2024-04-27,2025-11-17,5,Confirmed,Net Banking,USD,453.71
HB02070,PAX02070,HOTEL470,2023-07-21,2025-02-01,4,Canceled,Credit Card,USD,156.95
HB02071,PAX02071,HOTEL126,2023-04-20,2025-09-30,1,Canceled,UPI,USD,414.27
HB02072,PAX02072,HOTEL239,2024-10-14,2025-11-04,5,Canceled,UPI,EUR,103.63
HB02073,PAX02073,HOTEL50,2024-08-22,2025-05-17,5,Pending,UPI,INR,281.9
HB02074,PAX02074,HOTEL448,2024-10-26,2025-12-03,5,Confirmed,Net Banking,USD,485.47
HB02075,PAX02075,HOTEL261,2023-12-31,2025-08-26,2,Pending,PayPal,GBP,228.18
HB02076,PAX02076,HOTEL436,2024-01-04,2025-05-03,5,Canceled,Net Banking,EUR,438.4
HB02077,PAX02077,HOTEL360,2024-10-12,2025-06-27,4,No-Show,UPI,INR,115.63
HB02078,PAX02078,HOTEL320,2024-05-15,2025-10-06,4,Pending,UPI,USD,276.91
HB02079,PAX02079,HOTEL493,2024-10-30,2025-12-30,1,No-Show,PayPal,INR,436.73
HB02080,PAX02080,HOTEL401,2024-03-05,2025-08-15,5,Confirmed,Credit Card,EUR,150.81
HB02081,PAX02081,HOTEL306,2023-08-28,2025-03-12,2,No-Show,Credit Card,INR,370.98
HB02082,PAX02082,HOTEL47,2024-12-22,2025-03-08,3,Pending,UPI,GBP,404.43
HB02083,PAX02083,HOTEL261,2024-07-29,2025-12-23,1,Confirmed,Credit Card,USD,401.98
HB02084,PAX02084,HOTEL377,2024-04-12,2025-08-31,4,No-Show,UPI,EUR,206.65
HB02085,PAX02085,HOTEL398,2024-03-02,2025-07-24,1,Canceled,Net Banking,GBP,459.57
HB02086,PAX02086,HOTEL381,2025-01-15,2025-07-28,5,Confirmed,Credit Card,USD,289.53
HB02087,PAX02087,HOTEL127,2024-12-15,2026-01-10,4,Confirmed,Credit Card,EUR,334.95
HB02088,PAX02088,HOTEL113,2023-02-25,2025-04-14,5,No-Show,UPI,GBP,472.86
HB02089,PAX02089,HOTEL464,2024-08-16,2025-12-25,5,No-Show,Net Banking,USD,147.65
HB02090,PAX02090,HOTEL91,2024-04-29,2025-02-12,1,Canceled,PayPal,USD,169.85
HB02091,PAX02091,HOTEL358,2024-12-04,2025-10-27,3,Pending,Net Banking,EUR,403.86
HB02092,PAX02092,HOTEL232,2024-01-24,2025-11-03,2,Pending,Credit Card,EUR,499.15
HB02093,PAX02093,HOTEL498,2025-01-21,2025-10-19,1,No-Show,Credit Card,GBP,442.96
HB02094,PAX02094,HOTEL331,2024-07-25,2026-01-13,2,Confirmed,Credit Card,EUR,208.83
HB02095,PAX02095,HOTEL443,2024-02-22,2025-05-04,4,Confirmed,UPI,INR,268.61
HB02096,PAX02096,HOTEL403,2024-06-28,2025-12-18,2,Pending,PayPal,USD,383.2
HB02097,PAX02097,HOTEL232,2024-02-29,2025-09-01,4,Canceled,Credit Card,GBP,165.23
HB02098,PAX02098,HOTEL162,2024-12-05,2025-10-02,4,Pending,PayPal,GBP,154.11
HB02099,PAX02099,HOTEL489,2024-11-12,2025-07-10,1,No-Show,UPI,GBP,304.48
HB02100,PAX02100,HOTEL72,2023-07-15,2025-06-22,5,No-Show,PayPal,INR,380.43
HB02101,PAX02101,HOTEL46,2023-12-30,2025-06-20,5,Canceled,UPI,INR,419.84
HB02102,PAX02102,HOTEL188,2023-04-16,2025-10-24,1,Pending,UPI,USD,246.69
HB02103,PAX02103,HOTEL268,2023-07-05,2025-01-31,4,Pending,UPI,INR,315.52
HB02104,PAX02104,HOTEL5,2024-11-14,2026-01-09,2,No-Show,Credit Card,EUR,260.37
HB02105,PAX02105,HOTEL112,2023-06-12,2025-06-26,5,Pending,UPI,GBP,388.64
HB02106,PAX02106,HOTEL18,2023-03-21,2025-06-10,5,No-Show,Credit Card,GBP,200.47
HB02107,PAX02107,HOTEL213,2023-02-25,2025-08-09,3,Confirmed,PayPal,INR,377.94
HB02108,PAX02108,HOTEL173,2023-02-06,2025-08-09,1,Canceled,Credit Card,EUR,441.56
HB02109,PAX02109,HOTEL270,2023-02-01,2025-11-28,5,Pending,Net Banking,INR,124.75
HB02110,PAX02110,HOTEL41,2023-02-03,2025-11-27,3,Confirmed,UPI,USD,325.99
HB02111,PAX02111,HOTEL74,2023-10-30,2025-10-17,4,Pending,UPI,EUR,253.59
HB02112,PAX02112,HOTEL86,2024-06-05,2025-02-27,5,Canceled,UPI,INR,77.29
HB02113,PAX02113,HOTEL457,2023-10-19,2026-01-04,4,Confirmed,UPI,GBP,300.64
HB02114,PAX02114,HOTEL365,2023-10-09,2026-01-16,3,No-Show,UPI,USD,275.93
HB02115,PAX02115,HOTEL466,2024-03-23,2025-09-11,5,Canceled,PayPal,GBP,56.25
HB02116,PAX02116,HOTEL278,2024-11-10,2025-07-28,3,No-Show,Credit Card,EUR,455.53
HB02117,PAX02117,HOTEL429,2023-10-21,2025-09-12,2,Canceled,Credit Card,USD,104.55
HB02118,PAX02118,HOTEL149,2024-04-13,2025-03-24,4,Canceled,PayPal,GBP,137.97
HB02119,PAX02119,HOTEL397,2024-11-03,2025-11-13,5,No-Show,PayPal,INR,98.13
HB02120,PAX02120,HOTEL402,2023-03-05,2025-10-21,5,Confirmed,Credit Card,USD,372.66
HB02121,PAX02121,HOTEL35,2023-11-25,2025-04-02,3,Confirmed,Credit Card,GBP,432.91
HB02122,PAX02122,HOTEL488,2023-11-16,2025-12-28,2,Pending,Net Banking,GBP,128.04
HB02123,PAX02123,HOTEL381,2024-01-04,2025-03-08,5,Pending,UPI,GBP,389.92
HB02124,PAX02124,HOTEL363,2023-12-31,2025-02-26,3,Canceled,PayPal,EUR,379.12
HB02125,PAX02125,HOTEL464,2023-07-05,2026-01-20,3,No-Show,Credit Card,USD,419.91
HB02126,PAX02126,HOTEL31,2024-08-21,2025-06-29,1,No-Show,Credit Card,USD,118.92
HB02127,PAX02127,HOTEL339,2023-07-22,2025-12-25,2,Pending,Net Banking,GBP,264.65
HB02128,PAX02128,HOTEL79,2024-08-29,2026-01-01,4,Confirmed,Credit Card,GBP,319.19
HB02129,PAX02129,HOTEL59,2023-12-19,2026-01-01,4,No-Show,Net Banking,EUR,324.63
HB02130,PAX02130,HOTEL173,2023-11-18,2025-03-21,3,No-Show,Net Banking,GBP,363.51
HB02131,PAX02131,HOTEL338,2023-09-01,2025-11-24,4,Pending,PayPal,EUR,349.11
HB02132,PAX02132,HOTEL105,2023-07-24,2025-04-19,4,Confirmed,UPI,EUR,146.13
HB02133,PAX02133,HOTEL111,2023-12-23,2025-08-09,1,Confirmed,PayPal,INR,451.01
HB02134,PAX02134,HOTEL40,2023-07-27,2025-06-21,3,No-Show,PayPal,INR,178.92
HB02135,PAX02135,HOTEL306,2024-08-06,2025-08-30,4,Confirmed,Credit Card,USD,228.71
HB02136,PAX02136,HOTEL182,2023-11-02,2025-03-05,4,Canceled,PayPal,INR,296.85
HB02137,PAX02137,HOTEL435,2024-01-18,2025-11-26,2,No-Show,UPI,GBP,428.87
HB02138,PAX02138,HOTEL267,2023-04-25,2025-12-21,3,No-Show,UPI,GBP,492.85
HB02139,PAX02139,HOTEL229,2023-03-18,2025-11-07,4,Confirmed,Credit Card,EUR,167.27
HB02140,PAX02140,HOTEL285,2023-06-23,2025-03-11,4,Canceled,Net Banking,USD,426.94
HB02141,PAX02141,HOTEL176,2024-12-19,2025-12-25,3,Canceled,Credit Card,INR,224.39
HB02142,PAX02142,HOTEL443,2025-01-25,2025-04-21,2,Pending,Credit Card,USD,93.01
HB02143,PAX02143,HOTEL141,2024-10-25,2025-09-18,5,Canceled,UPI,GBP,161.97
HB02144,PAX02144,HOTEL199,2024-09-22,2025-03-15,4,Canceled,Credit Card,EUR,359.99
HB02145,PAX02145,HOTEL165,2024-01-28,2025-04-16,1,Confirmed,Net Banking,EUR,441.45
HB02146,PAX02146,HOTEL412,2023-03-18,2026-01-21,4,Pending,PayPal,GBP,68.69
HB02147,PAX02147,HOTEL301,2024-01-17,2025-10-27,2,Canceled,Credit Card,USD,67.36
HB02148,PAX02148,HOTEL191,2023-03-27,2025-11-14,5,Canceled,Credit Card,EUR,79.96
HB02149,PAX02149,HOTEL115,2023-12-01,2025-10-30,1,No-Show,Net Banking,EUR,289.82
HB02150,PAX02150,HOTEL116,2024-08-17,2025-02-20,1,Canceled,Net Banking,USD,157.98
HB02151,PAX02151,HOTEL372,2024-09-08,2026-01-07,5,No-Show,PayPal,USD,349.86
HB02152,PAX02152,HOTEL493,2023-11-26,2025-06-15,1,Confirmed,PayPal,EUR,123.3
HB02153,PAX02153,HOTEL271,2024-03-05,2025-12-30,4,Canceled,Credit Card,EUR,59.69
HB02154,PAX02154,HOTEL32,2024-07-31,2025-05-13,3,Pending,Net Banking,INR,439.33
HB02155,PAX02155,HOTEL394,2023-05-14,2025-10-04,4,Canceled,PayPal,USD,413.25
HB02156,PAX02156,HOTEL229,2024-06-05,2025-11-21,1,Confirmed,Credit Card,GBP,346.83
HB02157,PAX02157,HOTEL146,2024-10-08,2025-05-03,3,Confirmed,PayPal,USD,255.68
HB02158,PAX02158,HOTEL192,2023-12-01,2025-09-05,4,Canceled,PayPal,EUR,483.67
HB02159,PAX02159,HOTEL21,2023-05-10,2026-01-04,3,Pending,UPI,EUR,384.81
HB02160,PAX02160,HOTEL455,2024-03-29,2025-06-28,2,Pending,Net Banking,EUR,244.38
HB02161,PAX02161,HOTEL64,2024-03-18,2025-09-25,5,Pending,Net Banking,GBP,104.62
HB02162,PAX02162,HOTEL500,2024-09-14,2025-09-20,2,Confirmed,PayPal,USD,375.44
HB02163,PAX02163,HOTEL48,2024-02-15,2025-06-29,5,No-Show,UPI,EUR,330.45
HB02164,PAX02164,HOTEL192,2024-03-17,2025-11-05,5,Canceled,PayPal,GBP,130.02
HB02165,PAX02165,HOTEL290,2023-10-22,2025-09-10,2,Confirmed,Net Banking,USD,145.23
HB02166,PAX02166,HOTEL278,2024-02-25,2025-08-06,1,No-Show,Net Banking,GBP,380.45
HB02167,PAX02167,HOTEL87,2025-01-10,2025-03-02,1,No-Show,UPI,USD,392.12
HB02168,PAX02168,HOTEL144,2023-07-03,2025-10-22,5,Pending,UPI,GBP,366.64
HB02169,PAX02169,HOTEL359,2023-03-08,2025-11-19,3,Pending,Credit Card,INR,226.13
HB02170,PAX02170,HOTEL19,2025-01-26,2025-06-06,2,Canceled,Credit Card,USD,216.19
HB02171,PAX02171,HOTEL421,2024-05-21,2025-06-08,2,Confirmed,Net Banking,INR,75.05
HB02172,PAX02172,HOTEL113,2023-09-23,2025-04-07,5,Confirmed,Credit Card,GBP,147.6
HB02173,PAX02173,HOTEL363,2023-08-16,2025-03-02,5,Confirmed,UPI,EUR,379.6
HB02174,PAX02174,HOTEL169,2023-10-25,2025-04-21,2,No-Show,PayPal,USD,115.85
HB02175,PAX02175,HOTEL67,2023-11-08,2025-07-27,2,Pending,Net Banking,GBP,302.36
HB02176,PAX02176,HOTEL103,2023-05-03,2025-06-07,1,Confirmed,Net Banking,GBP,223.27
HB02177,PAX02177,HOTEL98,2024-11-01,2025-03-27,3,Confirmed,Net Banking,USD,216.44
HB02178,PAX02178,HOTEL482,2023-11-22,2025-03-27,4,Pending,PayPal,GBP,142.1
HB02179,PAX02179,HOTEL191,2023-01-31,2025-02-20,3,No-Show,UPI,GBP,429.58
HB02180,PAX02180,HOTEL174,2023-07-13,2025-08-25,4,Confirmed,UPI,GBP,441.88
HB02181,PAX02181,HOTEL27,2024-06-19,2025-12-07,4,Pending,UPI,EUR,89.78
HB02182,PAX02182,HOTEL441,2024-04-13,2025-06-26,5,Pending,UPI,GBP,151.55
HB02183,PAX02183,HOTEL145,2024-01-25,2026-01-10,2,Pending,UPI,INR,491.34
HB02184,PAX02184,HOTEL179,2024-04-24,2025-04-06,4,Canceled,UPI,USD,394.38
HB02185,PAX02185,HOTEL327,2024-02-04,2025-09-28,2,Confirmed,Credit Card,USD,306.06
HB02186,PAX02186,HOTEL389,2024-09-15,2025-08-31,2,Canceled,Credit Card,INR,298.42
HB02187,PAX02187,HOTEL53,2024-03-27,2025-04-19,3,Canceled,Net Banking,INR,98.76
HB02188,PAX02188,HOTEL468,2023-10-01,2025-12-05,5,Canceled,UPI,INR,376.86
HB02189,PAX02189,HOTEL181,2024-06-17,2026-01-05,5,Canceled,PayPal,GBP,101.36
HB02190,PAX02190,HOTEL258,2023-04-08,2025-09-11,3,Confirmed,Net Banking,USD,408.3
HB02191,PAX02191,HOTEL281,2024-07-27,2025-02-17,5,Pending,Net Banking,GBP,93.42
HB02192,PAX02192,HOTEL15,2023-06-22,2025-07-21,1,Confirmed,UPI,USD,146.69
HB02193,PAX02193,HOTEL470,2023-04-01,2025-06-10,5,Canceled,PayPal,EUR,402.8
HB02194,PAX02194,HOTEL371,2023-06-29,2025-02-18,4,No-Show,UPI,EUR,255.8
HB02195,PAX02195,HOTEL109,2023-06-06,2025-03-14,1,No-Show,Net Banking,INR,284.26
HB02196,PAX02196,HOTEL3,2025-01-12,2025-07-25,1,No-Show,Credit Card,EUR,495.35
HB02197,PAX02197,HOTEL165,2024-05-15,2025-09-27,2,Confirmed,Net Banking,INR,285.32
HB02198,PAX02198,HOTEL474,2023-12-31,2025-08-26,5,Pending,PayPal,USD,349.26
HB02199,PAX02199,HOTEL371,2023-04-21,2025-08-27,4,No-Show,UPI,INR,472.67
HB02200,PAX02200,HOTEL97,2024-05-05,2025-05-24,2,Pending,UPI,GBP,426.42
HB02201,PAX02201,HOTEL457,2024-04-20,2025-11-04,1,No-Show,Credit Card,INR,444.57
HB02202,PAX02202,HOTEL403,2025-01-16,2025-06-27,4,Confirmed,PayPal,USD,177.42
HB02203,PAX02203,HOTEL95,2025-01-10,2026-01-22,4,Pending,Credit Card,USD,310.96
HB02204,PAX02204,HOTEL27,2023-02-09,2025-10-24,5,Confirmed,PayPal,USD,383.52
HB02205,PAX02205,HOTEL5,2023-11-27,2025-10-30,4,No-Show,Credit Card,GBP,165.19
HB02206,PAX02206,HOTEL360,2024-04-27,2025-11-22,5,Canceled,PayPal,GBP,50.2
HB02207,PAX02207,HOTEL9,2024-08-21,2025-07-09,3,Confirmed,UPI,USD,70.52
HB02208,PAX02208,HOTEL500,2024-10-14,2025-06-25,1,No-Show,UPI,GBP,456.94
HB02209,PAX02209,HOTEL487,2023-12-01,2025-12-08,4,Canceled,Net Banking,GBP,468.52
HB02210,PAX02210,HOTEL56,2024-03-21,2025-12-04,3,Canceled,Credit Card,GBP,221.77
HB02211,PAX02211,HOTEL218,2023-08-15,2025-10-28,2,Canceled,UPI,USD,95.26
HB02212,PAX02212,HOTEL496,2023-06-23,2025-07-20,4,Confirmed,Net Banking,USD,358.85
HB02213,PAX02213,HOTEL348,2024-08-23,2025-09-25,4,No-Show,PayPal,INR,437.68
HB02214,PAX02214,HOTEL407,2023-02-04,2025-08-07,3,No-Show,Net Banking,USD,325.72
HB02215,PAX02215,HOTEL463,2023-09-04,2025-02-04,2,Pending,PayPal,GBP,472.29
HB02216,PAX02216,HOTEL447,2023-06-14,2025-11-22,2,No-Show,PayPal,GBP,350.98
HB02217,PAX02217,HOTEL347,2024-10-18,2025-07-08,5,Confirmed,PayPal,USD,275.25
HB02218,PAX02218,HOTEL182,2024-09-29,2025-03-01,2,Confirmed,Credit Card,USD,454.54
HB02219,PAX02219,HOTEL269,2024-12-03,2025-06-03,4,Pending,PayPal,USD,442.63
HB02220,PAX02220,HOTEL477,2023-04-05,2025-10-10,4,Confirmed,UPI,USD,427.61
HB02221,PAX02221,HOTEL233,2024-11-08,2025-04-28,3,Confirmed,PayPal,USD,484.6
HB02222,PAX02222,HOTEL355,2023-02-16,2025-02-02,1,Pending,Net Banking,INR,484.74
HB02223,PAX02223,HOTEL186,2024-05-16,2025-08-26,4,No-Show,Credit Card,USD,467.0
HB02224,PAX02224,HOTEL98,2024-05-15,2025-07-31,2,No-Show,Credit Card,USD,401.79
HB02225,PAX02225,HOTEL295,2023-03-29,2025-05-28,4,No-Show,Net Banking,EUR,495.63
HB02226,PAX02226,HOTEL325,2023-05-04,2025-03-28,2,No-Show,Credit Card,USD,241.71
HB02227,PAX02227,HOTEL433,2024-08-27,2025-05-15,1,No-Show,PayPal,GBP,477.05
HB02228,PAX02228,HOTEL278,2024-02-20,2025-06-04,2,No-Show,PayPal,EUR,414.35
HB02229,PAX02229,HOTEL201,2023-09-16,2025-11-06,5,No-Show,Credit Card,INR,421.01
HB02230,PAX02230,HOTEL343,2023-04-28,2025-03-28,1,Canceled,Net Banking,INR,307.46
HB02231,PAX02231,HOTEL406,2024-07-27,2025-06-01,2,Confirmed,PayPal,USD,494.4
HB02232,PAX02232,HOTEL439,2023-04-16,2025-11-01,3,Confirmed,Net Banking,EUR,296.34
HB02233,PAX02233,HOTEL339,2023-08-20,2025-04-24,5,Canceled,PayPal,EUR,412.46
HB02234,PAX02234,HOTEL347,2023-04-23,2025-11-09,2,Pending,PayPal,USD,185.78
HB02235,PAX02235,HOTEL49,2023-06-07,2025-09-23,4,Pending,Credit Card,GBP,50.15
HB02236,PAX02236,HOTEL125,2024-01-25,2025-02-15,1,Canceled,UPI,GBP,409.37
HB02237,PAX02237,HOTEL147,2023-04-29,2025-07-11,3,Canceled,Credit Card,INR,257.49
HB02238,PAX02238,HOTEL418,2024-11-22,2025-03-20,5,Canceled,Net Banking,USD,355.66
HB02239,PAX02239,HOTEL63,2023-09-12,2025-12-29,3,No-Show,Net Banking,INR,492.62
HB02240,PAX02240,HOTEL160,2024-09-24,2025-12-29,3,Confirmed,Credit Card,EUR,404.11
HB02241,PAX02241,HOTEL187,2023-02-19,2025-07-19,1,Confirmed,UPI,GBP,399.56
HB02242,PAX02242,HOTEL303,2023-11-22,2025-07-25,3,Confirmed,UPI,GBP,299.64
HB02243,PAX02243,HOTEL395,2024-06-15,2025-08-25,1,Confirmed,Net Banking,GBP,216.34
HB02244,PAX02244,HOTEL470,2023-08-10,2025-06-03,5,No-Show,Net Banking,INR,294.37
HB02245,PAX02245,HOTEL316,2024-04-28,2025-09-15,2,Pending,Credit Card,GBP,272.93
HB02246,PAX02246,HOTEL404,2023-02-23,2025-11-22,5,Canceled,UPI,GBP,347.05
HB02247,PAX02247,HOTEL118,2024-02-20,2025-02-07,4,Confirmed,Net Banking,EUR,361.36
HB02248,PAX02248,HOTEL396,2024-06-07,2025-06-29,3,Pending,Credit Card,USD,419.25
HB02249,PAX02249,HOTEL78,2023-08-14,2025-08-16,2,Confirmed,UPI,GBP,59.28
HB02250,PAX02250,HOTEL88,2023-02-04,2026-01-13,2,Canceled,Credit Card,USD,461.57
